split,event_name,event_index,label,total_hits,roi_hits,roi_frac,active_rows,roi_active_rows,x_min,x_max,x_span,y_min,y_max,y_span,max_hits_in_one_row,longest_y_run,roi_longest_y_run,longest_row_run,mean_y,std_y
train,event_00047_label_1.txt,47,1,40,27,0.675,1,1,5,5,0,110,158,48,40,18,18,18,134.65,13.666656504061262
train,event_00048_label_0.txt,48,0,37,14,0.3783783783783784,8,3,0,7,7,106,133,27,13,16,10,6,117.51351351351352,7.15323257722489
train,event_00049_label_0.txt,49,0,20,10,0.5,5,2,0,4,4,106,132,26,6,4,4,4,119.45,7.625450806345812
train,event_00050_label_1.txt,50,1,54,12,0.2222222222222222,3,1,17,19,2,80,131,51,24,24,12,24,101.25925925925925,16.256263961003516
train,event_00051_label_0.txt,51,0,33,33,1.0,7,7,13,19,6,120,139,19,12,20,20,6,130.21212121212122,5.067768475240454
train,event_00052_label_1.txt,52,1,20,16,0.8,2,1,0,1,1,89,142,53,17,16,16,16,125.65,18.180415286785944
train,event_00053_label_0.txt,53,0,4,4,1.0,2,2,18,19,1,127,129,2,2,3,3,2,128.0,0.7071067811865476
train,event_00054_label_1.txt,54,1,20,13,0.65,2,1,0,4,4,123,176,53,19,4,4,4,144.4,13.698175060934213
train,event_00055_label_0.txt,55,0,13,12,0.9230769230769231,2,2,18,19,1,108,134,26,8,12,12,8,126.92307692307692,6.3906366417118825
train,event_00056_label_1.txt,56,1,27,15,0.5555555555555556,2,2,18,19,1,102,133,31,22,7,7,4,119.66666666666667,9.760085002665665
train,event_00057_label_1.txt,57,1,7,7,1.0,1,1,19,19,0,128,138,10,7,4,4,4,133.85714285714286,3.4404555939406554
train,event_00058_label_0.txt,58,0,18,16,0.8888888888888888,10,10,10,19,9,127,161,34,4,9,9,2,134.27777777777777,9.532433264944332
train,event_00059_label_1.txt,59,1,22,22,1.0,2,2,18,19,1,120,144,24,20,10,10,10,131.86363636363637,7.269459493133863
train,event_00060_label_1.txt,60,1,17,17,1.0,2,2,1,2,1,128,145,17,16,14,14,14,136.1764705882353,5.15906163512487
train,event_00061_label_1.txt,61,1,51,34,0.6666666666666666,2,2,11,12,1,112,156,44,41,24,16,24,133.1764705882353,13.320639863264153
train,event_00062_label_1.txt,62,1,55,38,0.6909090909090909,4,4,3,6,3,117,170,53,20,16,15,5,142.47272727272727,13.748195974817332
train,event_00063_label_1.txt,63,1,6,2,0.3333333333333333,2,1,0,1,1,119,162,43,3,2,1,2,142.0,18.556220879622373
train,event_00064_label_1.txt,64,1,37,24,0.6486486486486487,1,1,2,2,0,126,165,39,37,21,21,21,144.94594594594594,11.772496453761832
train,event_00065_label_1.txt,65,1,34,10,0.29411764705882354,2,1,1,4,3,80,129,49,21,13,10,13,103.94117647058823,16.26787013151743
train,event_00066_label_1.txt,66,1,18,13,0.7222222222222222,1,1,17,17,0,114,134,20,18,10,10,10,124.72222222222223,6.071843538054755
train,event_00067_label_1.txt,67,1,33,8,0.24242424242424243,2,1,18,19,1,127,180,53,22,14,8,14,162.8181818181818,18.640871590779007
train,event_00068_label_0.txt,68,0,25,20,0.8,8,8,12,19,7,103,140,37,8,14,14,3,127.96,9.881214500252486
train,event_00069_label_1.txt,69,1,9,4,0.4444444444444444,2,1,15,19,4,96,129,33,5,5,4,5,111.11111111111111,14.715407227682936
train,event_00070_label_0.txt,70,0,33,25,0.7575757575757576,7,5,13,19,6,99,146,47,13,8,8,4,126.0909090909091,13.940052685356802
train,event_00071_label_0.txt,71,0,24,22,0.9166666666666666,9,9,0,8,8,118,144,26,4,13,13,4,131.625,7.915241099718104
train,event_00072_label_0.txt,72,0,34,27,0.7941176470588235,3,3,17,19,2,128,154,26,16,14,10,7,141.6764705882353,8.543041847833875
train,event_00073_label_0.txt,73,0,3,3,1.0,1,1,0,0,0,128,130,2,3,3,3,3,129.0,0.816496580927726
train,event_00074_label_1.txt,74,1,6,6,1.0,1,1,14,14,0,127,133,6,6,4,4,4,130.16666666666666,2.1147629234082532
train,event_00075_label_1.txt,75,1,19,19,1.0,1,1,0,0,0,128,148,20,19,10,10,10,138.26315789473685,6.256298765102826
train,event_00076_label_0.txt,76,0,13,13,1.0,1,1,0,0,0,123,147,24,13,7,7,7,131.15384615384616,6.848314265863072
train,event_00077_label_0.txt,77,0,16,16,1.0,2,2,18,19,1,123,136,13,13,8,8,8,129.3125,3.770257782963918
train,event_00078_label_0.txt,78,0,51,32,0.6274509803921569,8,7,12,19,7,111,154,43,11,9,7,8,129.01960784313727,12.575248324961551
train,event_00079_label_0.txt,79,0,22,8,0.36363636363636365,5,1,0,4,4,102,129,27,10,4,4,4,116.45454545454545,7.889735983180776
train,event_00080_label_0.txt,80,0,40,22,0.55,6,6,14,19,5,125,172,47,11,9,9,5,148.225,13.923877872202127
train,event_00081_label_0.txt,81,0,37,36,0.972972972972973,9,9,0,8,8,127,153,26,17,16,16,4,137.48648648648648,6.403637571077026
train,event_00082_label_1.txt,82,1,51,38,0.7450980392156863,2,2,15,16,1,111,153,42,41,34,31,34,130.76470588235293,11.88439120549553
train,event_00083_label_0.txt,83,0,35,10,0.2857142857142857,8,6,0,7,7,80,129,49,10,9,3,7,103.05714285714286,16.65265805834502
train,event_00084_label_0.txt,84,0,30,22,0.7333333333333333,8,4,10,19,9,115,157,42,8,9,9,8,129.93333333333334,10.359965679908832
train,event_00085_label_1.txt,85,1,52,31,0.5961538461538461,1,1,7,7,0,103,154,51,52,52,31,52,128.5,15.008331019803634
train,event_00086_label_0.txt,86,0,16,14,0.875,8,8,0,7,7,118,131,13,5,14,12,5,125.1875,4.201469237064577
train,event_00087_label_1.txt,87,1,29,29,1.0,2,2,0,1,1,121,143,22,22,23,23,22,131.68965517241378,5.989090359092088
train,event_00088_label_0.txt,88,0,36,10,0.2777777777777778,8,2,12,19,7,102,128,26,11,19,9,5,114.94444444444444,7.494236468574606
train,event_00089_label_0.txt,89,0,11,6,0.5454545454545454,2,1,0,1,1,112,128,16,9,3,3,3,120.36363636363636,5.014029902959155
train,event_00090_label_1.txt,90,1,10,10,1.0,1,1,3,3,0,126,135,9,10,10,10,10,130.5,2.8722813232690143
train,event_00091_label_1.txt,91,1,128,45,0.3515625,5,4,12,17,5,92,140,48,46,49,21,40,113.3125,12.778613725674628
train,event_00092_label_0.txt,92,0,17,9,0.5294117647058824,5,2,15,19,4,108,133,25,6,4,3,3,120.23529411764706,7.930057575376671
train,event_00093_label_1.txt,93,1,74,43,0.581081081081081,4,4,12,17,5,102,140,38,34,39,21,14,122.45945945945945,10.866747181305476
train,event_00094_label_0.txt,94,0,39,24,0.6153846153846154,10,10,0,9,9,105,132,27,6,10,10,4,119.61538461538461,10.139072391231611
train,event_00095_label_1.txt,95,1,37,29,0.7837837837837838,3,2,12,17,5,124,159,35,33,16,16,16,140.1081081081081,10.451390141038871
train,event_00096_label_0.txt,96,0,8,8,1.0,4,4,10,13,3,126,133,7,3,8,8,3,129.5,2.29128784747792
train,event_00097_label_0.txt,97,0,74,49,0.6621621621621622,10,10,0,9,9,113,162,49,43,28,28,18,138.47297297297297,13.327702274517856
train,event_00098_label_1.txt,98,1,19,16,0.8421052631578947,2,2,18,19,1,128,154,26,15,6,6,4,138.52631578947367,9.034253069947507
train,event_00099_label_0.txt,99,0,27,21,0.7777777777777778,6,5,10,19,9,118,143,25,9,3,3,2,128.33333333333334,7.596295393394316
train,event_00100_label_0.txt,100,0,17,14,0.8235294117647058,7,5,0,6,6,128,153,25,5,6,5,4,143.8235294117647,6.317438927451228
train,event_00101_label_1.txt,101,1,38,22,0.5789473684210527,1,1,11,11,0,126,170,44,38,12,8,12,147.26315789473685,12.848682526207883
train,event_00102_label_1.txt,102,1,49,14,0.2857142857142857,3,2,17,19,2,123,176,53,22,18,7,18,156.89795918367346,15.619512780766822
train,event_00103_label_0.txt,103,0,123,112,0.9105691056910569,9,9,11,19,8,105,149,44,17,28,27,6,130.6747967479675,10.215161643249361
train,event_00104_label_1.txt,104,1,54,35,0.6481481481481481,3,2,0,2,2,100,149,49,33,19,13,13,124.12962962962963,13.499034665481188
train,event_00105_label_1.txt,105,1,34,10,0.29411764705882354,1,1,0,0,0,90,132,42,34,9,4,9,111.0,12.48057313917726
train,event_00106_label_0.txt,106,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00107_label_1.txt,107,1,48,29,0.6041666666666666,3,3,0,6,6,127,164,37,26,16,8,8,145.54166666666666,11.876023347718528
train,event_00108_label_1.txt,108,1,46,31,0.6739130434782609,2,2,14,15,1,105,149,44,41,21,15,21,127.1086956521739,12.78624985111735
train,event_00109_label_0.txt,109,0,36,13,0.3611111111111111,10,10,0,9,9,99,129,30,5,13,5,2,113.61111111111111,10.799376982487303
train,event_00110_label_0.txt,110,0,17,9,0.5294117647058824,6,5,0,9,9,104,129,25,8,5,4,5,117.23529411764706,8.98711110924781
train,event_00111_label_1.txt,111,1,21,14,0.6666666666666666,3,2,17,19,2,87,139,52,13,13,13,13,118.52380952380952,20.425518697427414
train,event_00112_label_0.txt,112,0,21,19,0.9047619047619048,2,2,0,1,1,127,153,26,15,8,8,8,138.1904761904762,8.715716770344345
train,event_00113_label_0.txt,113,0,4,4,1.0,2,2,13,14,1,124,128,4,3,3,3,2,126.25,1.479019945774904
train,event_00114_label_1.txt,114,1,53,21,0.39622641509433965,2,2,1,2,1,97,134,37,30,38,15,11,116.39622641509433,10.107608982591413
train,event_00115_label_0.txt,115,0,27,27,1.0,10,10,0,9,9,127,147,20,4,14,14,3,135.5185185185185,6.11840193593532
train,event_00116_label_1.txt,116,1,31,16,0.5161290322580645,1,1,3,3,0,100,140,40,31,5,5,5,120.0,12.56210378929036
train,event_00117_label_1.txt,117,1,21,8,0.38095238095238093,3,1,15,17,2,102,130,28,8,8,8,8,113.28571428571429,10.615096424849071
train,event_00118_label_1.txt,118,1,45,32,0.7111111111111111,3,2,12,19,7,93,144,51,20,13,13,13,124.08888888888889,15.665705250248209
train,event_00119_label_0.txt,119,0,48,33,0.6875,10,10,10,19,9,109,154,45,15,6,6,6,127.52083333333333,12.901856428652257
train,event_00120_label_0.txt,120,0,68,26,0.38235294117647056,9,5,11,19,8,128,178,50,15,11,2,4,153.73529411764707,15.987695311835381
train,event_00121_label_1.txt,121,1,39,11,0.28205128205128205,3,2,13,19,6,81,131,50,29,5,3,3,107.07692307692308,15.583332014893044
train,event_00122_label_1.txt,122,1,34,30,0.8823529411764706,1,1,19,19,0,115,149,34,34,33,30,33,132.47058823529412,9.861497601687935
train,event_00123_label_0.txt,123,0,37,32,0.8648648648648649,10,10,10,19,9,125,154,29,5,30,26,4,139.1891891891892,8.819014585627169
train,event_00124_label_1.txt,124,1,15,15,1.0,2,2,17,18,1,122,148,26,12,2,2,2,136.53333333333333,8.357564770247903
train,event_00125_label_0.txt,125,0,118,30,0.2542372881355932,10,7,10,19,9,79,128,49,18,23,4,6,107.19491525423729,12.467760780955144
train,event_00126_label_0.txt,126,0,19,12,0.631578947368421,3,3,17,19,2,110,136,26,11,5,4,5,122.57894736842105,7.74131628596424
train,event_00127_label_1.txt,127,1,10,6,0.6,1,1,19,19,0,122,175,53,10,3,2,3,144.7,23.043654224102564
train,event_00128_label_1.txt,128,1,58,54,0.9310344827586207,3,3,0,7,7,117,143,26,26,27,24,24,129.18965517241378,6.896918093716843
train,event_00129_label_1.txt,129,1,26,10,0.38461538461538464,2,1,0,5,5,86,137,51,16,10,10,10,112.3076923076923,17.632507633453244
train,event_00130_label_0.txt,130,0,18,13,0.7222222222222222,3,2,17,19,2,113,139,26,11,4,4,4,126.05555555555556,8.349798548615956
train,event_00131_label_1.txt,131,1,90,45,0.5,5,4,0,4,4,91,144,53,36,32,12,29,119.43333333333334,13.466047840567196
train,event_00132_label_0.txt,132,0,20,20,1.0,7,7,13,19,6,121,136,15,4,14,14,4,127.4,4.305810028322197
train,event_00133_label_0.txt,133,0,51,27,0.5294117647058824,5,5,0,4,4,95,143,48,16,26,16,8,118.96078431372548,13.458666985697759
train,event_00134_label_1.txt,134,1,48,27,0.5625,3,3,14,18,4,118,170,52,23,23,21,23,143.54166666666666,15.603095757644448
train,event_00135_label_1.txt,135,1,14,14,1.0,2,2,1,2,1,127,140,13,7,14,14,6,133.5,4.031128874149275
train,event_00136_label_1.txt,136,1,33,26,0.7878787878787878,2,2,14,15,1,114,143,29,30,30,24,30,128.06060606060606,8.456445968642461
train,event_00137_label_0.txt,137,0,5,5,1.0,4,4,0,3,3,127,128,1,2,2,2,2,127.6,0.4898979485566356
train,event_00138_label_1.txt,138,1,11,11,1.0,1,1,0,0,0,123,136,13,11,5,5,5,129.27272727272728,3.979285205134416
train,event_00139_label_0.txt,139,0,37,9,0.24324324324324326,4,1,0,3,3,98,131,33,18,10,4,8,111.32432432432432,9.648005126545112
train,event_00140_label_0.txt,140,0,25,19,0.76,4,4,0,3,3,92,139,47,15,9,9,9,122.24,15.132164418879409
train,event_00141_label_1.txt,141,1,29,16,0.5517241379310345,3,2,1,3,2,110,133,23,20,11,11,10,120.86206896551724,7.166609056907883
train,event_00142_label_0.txt,142,0,27,24,0.8888888888888888,7,7,0,6,6,120,154,34,8,14,14,8,134.44444444444446,11.522388298385254
train,event_00143_label_0.txt,143,0,8,4,0.5,1,1,19,19,0,110,129,19,8,4,4,4,119.5,8.077747210701755
train,event_00144_label_0.txt,144,0,9,9,1.0,5,5,0,4,4,128,133,5,2,6,6,2,130.44444444444446,1.5713484026367723
train,event_00145_label_1.txt,145,1,74,37,0.5,3,3,12,16,4,88,137,49,38,27,18,13,117.05405405405405,13.514648600976978
train,event_00146_label_0.txt,146,0,24,7,0.2916666666666667,7,3,0,6,6,101,128,27,5,10,2,3,114.16666666666667,8.274794391537606
train,event_00147_label_0.txt,147,0,65,40,0.6153846153846154,8,8,12,19,7,109,134,25,11,8,8,4,122.3076923076923,7.854294419513593
train,event_00148_label_0.txt,148,0,21,21,1.0,7,7,0,6,6,123,149,26,4,4,4,4,136.28571428571428,7.789754303496583
train,event_00149_label_1.txt,149,1,79,55,0.6962025316455697,4,3,1,4,3,102,155,53,34,41,31,24,130.59493670886076,13.6163704408824
train,event_00150_label_0.txt,150,0,17,14,0.8235294117647058,4,3,15,19,4,123,160,37,6,12,12,6,134.0,11.535112636182266
train,event_00151_label_0.txt,151,0,6,6,1.0,2,2,15,16,1,124,129,5,4,3,3,2,126.83333333333333,1.7716909687891083
train,event_00152_label_1.txt,152,1,13,7,0.5384615384615384,1,1,13,13,0,114,128,14,13,8,5,8,120.76923076923077,4.593538039025728
train,event_00153_label_0.txt,153,0,57,57,1.0,10,10,0,9,9,124,148,24,7,3,3,3,132.80701754385964,8.329694496390667
train,event_00154_label_1.txt,154,1,49,27,0.5510204081632653,2,1,15,16,1,124,171,47,48,48,27,48,147.73469387755102,13.807385645938801
train,event_00155_label_0.txt,155,0,61,45,0.7377049180327869,10,10,0,9,9,112,138,26,12,12,12,5,125.06557377049181,8.438531556777034
train,event_00156_label_1.txt,156,1,9,9,1.0,1,1,16,16,0,127,135,8,9,9,9,9,131.0,2.581988897471611
train,event_00157_label_0.txt,157,0,35,32,0.9142857142857143,10,10,10,19,9,114,134,20,4,2,2,2,126.4,6.361491289671897
train,event_00158_label_0.txt,158,0,32,26,0.8125,9,9,11,19,8,122,154,32,5,20,16,5,140.53125,9.417352251960208
train,event_00159_label_0.txt,159,0,14,13,0.9285714285714286,6,6,0,5,5,113,138,25,4,9,9,3,129.85714285714286,5.938459911664722
train,event_00160_label_0.txt,160,0,21,21,1.0,6,6,0,5,5,128,149,21,5,3,3,2,138.04761904761904,7.895002581357222
train,event_00161_label_0.txt,161,0,44,19,0.4318181818181818,10,9,10,19,9,86,132,46,7,9,9,4,110.3409090909091,16.026885340546
train,event_00162_label_1.txt,162,1,15,8,0.5333333333333333,2,1,18,19,1,95,129,34,8,4,4,4,112.46666666666667,13.2003366960426
train,event_00163_label_1.txt,163,1,47,19,0.40425531914893614,2,2,14,15,1,88,139,51,46,13,12,13,114.04255319148936,15.877131214702258
train,event_00164_label_0.txt,164,0,24,24,1.0,8,8,0,7,7,120,146,26,6,5,5,4,132.5,7.632168761236874
train,event_00165_label_1.txt,165,1,22,22,1.0,2,2,16,17,1,126,148,22,20,9,9,9,137.5,7.152558347129432
train,event_00166_label_1.txt,166,1,32,32,1.0,2,2,15,19,4,125,149,24,19,14,14,6,138.4375,7.145529633973958
train,event_00167_label_0.txt,167,0,60,36,0.6,8,8,12,19,7,111,137,26,10,9,8,9,122.81666666666666,7.098102250288844
train,event_00168_label_0.txt,168,0,18,11,0.6111111111111112,10,10,10,19,9,85,129,44,4,7,3,2,112.44444444444444,19.54829410636989
train,event_00169_label_1.txt,169,1,13,13,1.0,2,2,17,18,1,123,131,8,8,7,7,7,126.3076923076923,2.266295363485575
train,event_00170_label_0.txt,170,0,71,60,0.8450704225352113,10,10,10,19,9,104,154,50,12,19,19,5,137.1267605633803,9.511934057070118
train,event_00171_label_0.txt,171,0,29,20,0.6896551724137931,4,4,0,3,3,106,144,38,9,12,12,6,127.79310344827586,11.686654075143025
train,event_00172_label_0.txt,172,0,19,17,0.8947368421052632,7,6,0,6,6,118,136,18,4,19,17,4,127.0,5.477225575051661
train,event_00173_label_1.txt,173,1,43,35,0.813953488372093,4,4,1,4,3,104,154,50,27,20,20,8,135.7674418604651,11.784572511121294
train,event_00174_label_0.txt,174,0,22,22,1.0,8,8,12,19,7,126,149,23,6,8,8,3,137.54545454545453,7.069314437169297
train,event_00175_label_1.txt,175,1,69,43,0.6231884057971014,2,2,1,2,1,112,165,53,53,45,31,45,135.18840579710144,14.927142248916459
train,event_00176_label_0.txt,176,0,46,29,0.6304347826086957,4,4,16,19,3,97,137,40,17,18,18,11,121.45652173913044,11.73568790103064
train,event_00177_label_0.txt,177,0,32,31,0.96875,5,5,0,4,4,119,145,26,14,20,20,10,133.40625,7.474370270297023
train,event_00178_label_1.txt,178,1,23,23,1.0,2,2,3,4,1,122,144,22,15,9,9,9,132.7391304347826,6.5886423441789965
train,event_00179_label_0.txt,179,0,21,17,0.8095238095238095,4,4,0,3,3,115,140,25,12,5,5,5,127.28571428571429,7.413904935629929
train,event_00180_label_1.txt,180,1,2,2,1.0,1,1,17,17,0,128,130,2,2,1,1,1,129.0,1.0
train,event_00181_label_0.txt,181,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00182_label_0.txt,182,0,3,3,1.0,1,1,0,0,0,126,128,2,3,3,3,3,127.0,0.816496580927726
train,event_00183_label_0.txt,183,0,17,15,0.8823529411764706,10,9,10,19,9,118,134,16,3,10,10,3,126.29411764705883,4.920123215606231
train,event_00184_label_1.txt,184,1,22,21,0.9545454545454546,1,1,19,19,0,126,151,25,22,9,9,9,137.72727272727272,7.5268115800771485
train,event_00185_label_1.txt,185,1,1,1,1.0,1,1,19,19,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00186_label_1.txt,186,1,16,12,0.75,2,1,16,17,1,117,133,16,14,9,6,6,124.125,5.048205126577168
train,event_00187_label_0.txt,187,0,11,11,1.0,8,8,0,7,7,128,130,2,2,3,3,2,129.0,0.7385489458759964
train,event_00188_label_1.txt,188,1,4,3,0.75,1,1,19,19,0,118,133,15,4,2,2,2,127.0,5.522680508593631
train,event_00189_label_0.txt,189,0,27,10,0.37037037037037035,5,3,0,9,9,85,129,44,14,8,8,5,107.07407407407408,15.364523653716835
train,event_00190_label_1.txt,190,1,26,26,1.0,2,2,12,15,3,120,145,25,17,10,10,9,130.80769230769232,7.462827010071218
train,event_00191_label_1.txt,191,1,62,56,0.9032258064516129,4,4,16,19,3,122,157,35,29,23,23,18,136.03225806451613,9.19496310563821
train,event_00192_label_0.txt,192,0,26,13,0.5,9,4,11,19,8,107,132,25,7,26,13,7,119.5,7.5
train,event_00193_label_1.txt,193,1,44,26,0.5909090909090909,2,2,2,3,1,120,165,45,36,21,8,14,144.9090909090909,12.672120762843887
train,event_00194_label_1.txt,194,1,6,6,1.0,2,2,12,13,1,122,128,6,5,4,4,4,124.83333333333333,2.1147629234082532
train,event_00195_label_0.txt,195,0,28,12,0.42857142857142855,8,6,12,19,7,114,167,53,11,7,5,3,136.14285714285714,17.99149458913907
train,event_00196_label_1.txt,196,1,33,30,0.9090909090909091,2,2,0,6,6,127,152,25,18,8,8,8,141.0909090909091,7.204222820421436
train,event_00197_label_0.txt,197,0,10,10,1.0,6,6,0,5,5,124,130,6,2,7,7,2,127.1,1.9209372712298547
train,event_00198_label_1.txt,198,1,40,21,0.525,3,3,0,5,5,98,133,35,26,7,7,5,118.5,9.889388252060893
train,event_00199_label_1.txt,199,1,22,22,1.0,3,3,0,2,2,122,140,18,11,8,8,4,131.13636363636363,4.97535247308218
train,event_00200_label_1.txt,200,1,47,14,0.2978723404255319,2,1,7,8,1,90,133,43,42,35,14,21,111.38297872340425,12.229286772211784
train,event_00201_label_0.txt,201,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00202_label_1.txt,202,1,28,21,0.75,2,2,3,5,2,113,133,20,20,21,14,20,123.64285714285714,5.613849492322445
